IQR_z,IQR_x,IQR_y,AutoCor_x,AutoCor_y,AutoCor_z,PartAutoCor_x,PartAutoCor_z,PartAutoCor_y,mean_x,mean_z,mean_y,energy_y,energy_x,energy_z,entropy_x,entropy_z,entropy_y,median_y,median_x,median_z,variance_x,variance_y,variance_z,stdDev_y,stdDev_z,stdDev_x,ar_z3,ar_x1,ar_y3,ar_z2,ar_y2,ar_z1,ar_x2,ar_y1,ar_x3,wtSumDet_x,wtSumDet_z,squaredwtSumApr_z,enratioy,enratiox,enApprz,enratioz,enDetz,squaredwtSumDet_y,squaredwtSumApr_x,wtSumApr_z,enDetx,enAppry,wtSumApr_x,squaredwtSumDet_x,squaredwtSumDet_z,enDety,squaredwtSumApr_y,wtSumApr_y,enApprx,wtSumDet_y,user
-6.099792749999995,-6.585701966666665,-4.828769984999997,0.9948637822743203,0.9949279164207381,0.996157821071517,0.9736937930418019,0.9743422761663286,0.950510329933694,-6.642510920666666,-1.991763956,4.431680981733331,197.87767962471676,49.996941659003845,86.98624936637499,3.875103015459416,3.4566616546475406,3.6211747714397133,-5.309093999999998,-1.8909757000000005,4.978771416666662,8.894391218488423,9.903467414993628,11.258025302486898,2.9823465959690907,3.1469775046850317,3.355298094430195,1.6190319688806394,-0.510862232270519,-0.10619562966752416,1.7033208093583472,-0.6526492590983126,-0.0576175805164203,1.516544995753708,-0.43379347701320947,-0.09697496334407307,2.726148536479827,2.466622929387319,4.075682523032815,-234.84822580545477,-70.41948999052721,156.6835837119547,7.431885842951103,6.08422867577928,16.61118802855513,55153.68916396987,4958.904570525962,24549.745404821115,0.24727010074145667,10.277050498458614,0.024060415075175805,0.2247133949092059,5.2244183730227265,0.04301213625416296,0.2687457054283562,7.827713458373519,0.034332593656819614,6
-0.378992916666661,-2.376884750000004,-0.6199528083333334,0.9813574347316549,0.9857181132605709,0.9522786211991974,0.9388108715863411,0.9704950190854877,0.7992903938011201,-9.592943500000002,-3.413522329999998,-0.4800684664000039,175.3708320567885,161.6658684438209,59.8808070468613,3.877769931915127,3.8952912235854957,3.7752765152882715,-9.260196333333337,-2.8197079999999985,-0.7069217133333368,0.43887441764505747,2.116708645404658,0.6739266073913094,0.6624759751455576,1.4548912830189953,0.820930330412581,1.7498657289715953,-0.9940421956330252,0.24201839353302823,1.7313856260214782,-0.8205738323382854,0.07896711230123338,1.5878792271492164,-0.6621065972144573,0.017843850194725897,-0.8237126963426311,-1.1351429581631705,0.640915731623338,-339.16177001947085,-120.68623936373515,-16.97298340126344,0.6785026061160476,1.2885495354674334,0.41077297504227867,115030.70624274043,14565.168371760778,288.0821655395643,0.10374454137990433,13.59774102257808,0.0076295423782262,0.17817087982957122,5.236532581526742,0.03402459109260893,0.16512840035300141,1.3245981378316702,0.12466301713462465,6
-0.06702199999999969,-0.17234200000000044,-0.11010742499999998,0.9450179769337511,0.9563527041758131,0.9344113265675343,0.908180215913222,0.9461671170432541,0.8851072272833855,-9.245961540000001,-2.22940450533333,-0.4914302740666703,144.4600652584395,182.50441713529264,35.66290588066716,3.9116390600319138,3.9115965941035107,3.9087493671158264,-9.228280333333338,-2.27236233333333,-0.5138347500000033,0.006080820730854293,0.03146164967768158,0.03624367385745757,0.077979617406437,0.17737432079554688,0.19037771365750134,1.825383785291434,-0.9957742848718318,0.17020179912052136,1.6868331553659601,-0.6706773734641922,-0.015136171129069176,1.8420552968743076,-0.9843349839225715,0.1333603219410746,-0.04287777669985626,-0.00902697230907945,0.049648401911457474,-326.8941051762008,-78.82135218645195,-17.374683963645296,0.0018385037347227367,8.148622906888719e-05,0.0024649638123616143,106859.75599894904,6212.805560500693,301.879642836553,0.020350856736974544,13.076204107063377,0.0015563275527323418,0.045966762282098804,3.1622841091424188,0.014535936903709943,0.045628692638507724,0.742942159058969,0.06141621131892997,6
-0.04707591666666566,-0.06622420833333109,-0.03750037916666654,0.9215954357193092,0.945941572833625,0.9034379518084353,0.8971506615398543,0.9013703612669246,0.9000323563448518,-9.236514640000001,-2.262404810666665,-0.514792204133337,144.34099763509494,181.9576496980363,36.16976514679925,3.9120062977076753,3.911944120521463,3.911744314952653,-9.225089000000006,-2.2580004999999987,-0.5170262533333367,0.0012439439041444134,0.0035063686349244114,0.0010285579280781868,0.0352695889420959,0.05921459815724845,0.03207113855288251,1.83488959558143,-1.1300875234491592,0.2952518860274367,1.7492008133891985,-0.9145719336363713,0.16482899399257622,1.8862594866049198,-1.1562295496186672,0.2694892638710482,0.015796765491711717,-0.05190512613254583,0.009026995879305832,-326.5601068236413,-79.98808917057329,-18.2006529222326,0.00024953780000013415,0.0026941421188354923,8.148665460500448e-05,106641.50336866803,6398.094409159584,331.26376679557404,0.010498047201265386,13.062493380320847,0.0008036786619223174,0.013816011375366845,3.2005675520147143,0.004316737938141581,0.010981796615149732,0.7293266761575743,0.015057445413908136,6
-0.02872400000000397,-0.07021350000000082,-0.041489762499999916,0.8624949385380801,0.9385705426940717,0.9133201634527657,0.8430805670772062,0.8820020198283439,0.9055214105114683,-9.252344673333342,-2.2097447186666637,-0.5290902110666703,143.49792691831738,184.1948871504834,35.89776353527009,3.9119982817087395,3.9119783367841054,3.9118264377264067,-9.253813000000012,-2.200553183333331,-0.5218136000000035,0.0005314103610271919,0.002007904980339146,0.0008647696743886791,0.02305233959985823,0.04480965275852008,0.029406966426149417,2.0310470940681995,-1.6047297882475355,0.5737255785849769,1.752180429958976,-0.8476125176389289,0.09543764514455155,1.9192685029499224,-1.195462535046844,0.2754867006933829,0.011283774311919181,-0.02256750148337905,-0.013540472605755138,-327.1197830194619,-78.12627376301786,-18.706163805233206,0.0001273235627223272,0.0005092921232023156,0.00018334439838720536,107007.35244269985,6103.714652094013,349.92056430821685,0.007804518663925167,13.084828793764014,0.0005964555430518629,0.011471724552308745,3.1256595042722877,0.003670177297504316,0.007765301445094159,0.7493380756030055,0.010362881185298486,6
-0.022340666666664788,-0.0885647166666681,-0.027127899166666247,0.8365910710616404,0.9381582566569161,0.9073753783319124,0.8148935886129905,0.9108942764189238,0.8826184619823432,-9.248451193333349,-2.2391705846666623,-0.5249412360000036,143.98760526936294,183.1805687950705,36.15284196382799,3.9119892061919277,3.911963937869719,3.9119163336879317,-9.25062133333335,-2.253213199999996,-0.5218135766666703,0.00023549804689605594,0.003183477116455339,0.0005173926401135069,0.01534594561752569,0.05642231044946085,0.022746266509330863,1.8505874952690142,-1.2947307087708495,0.444097099096215,1.765363790938725,-0.9884671880373439,0.22358015049258384,1.7944862704539868,-0.9509109650476137,0.15672647013287921,-0.013540387752936311,-0.0022567312921542015,0.038364648812746316,-326.98212771394145,-79.16663523256217,-18.559475385002514,0.00018334210049986764,5.092836124987972e-06,0.0014718462785253573,106917.31184433632,6267.356134045554,344.4541265665142,0.006188630620114615,13.07930128974637,0.0004731621730410205,0.013918823968890305,3.167619878703956,0.004394095409764017,0.007319649500145069,0.743025648825288,0.009851139744256906,6
-0.03351112500000042,-0.04627699999999857,-0.05345792083333312,0.8621568056354444,0.8860142403990019,0.9010852873674178,0.8377169803818424,0.8783563231345619,0.8917363321546821,-9.240472113333357,-2.2633622806666627,-0.49819629320000386,144.71496119036652,181.58700867708797,36.02828383580615,3.911992328015904,3.91198848658572,3.9118063818494195,-9.234664000000015,-2.2675750666666623,-0.5106432250000039,0.0005927348962499511,0.0016486200109549507,0.001810161432181286,0.02434614746217461,0.040603201979092125,0.04254599196377123,1.7754180442296104,-1.0709403674422564,0.29557111284008286,1.7291990400857555,-1.0105781025729983,0.2815291642162827,1.8238260814885632,-1.1792555261233653,0.353714393705727,0.02031046377828183,0.022567477913148837,-0.0451348851156233,-326.7000246351601,-80.02194084706234,-17.613898864186215,0.00041251493888889816,0.0005092910593604606,0.002037157854400514,106732.90609661421,6403.5110169307445,310.24943319778043,0.008763669605885276,13.068042497370234,0.000670618388916997,0.014625376453790436,3.2013489376627238,0.004568504320703101,0.01268603902892592,0.706955496433319,0.01794460767746854,6
-0.031117250000001206,-0.05026643333333336,-0.05026642999999992,0.8836284091238075,0.9134503993222479,0.8583840674126536,0.8636997182888203,0.8611904401470857,0.823043621589551,-9.257068116666693,-2.2084680866666626,-0.4624512803333374,144.72734442911553,182.54996873643492,35.148003590083384,3.9120076073878867,3.9120070092043817,3.9116255771789437,-9.253813000000026,-2.1957659166666623,-0.45638739333333733,0.00038851033315220326,0.002157826766422659,0.001191115016010194,0.019710665467005502,0.04645241399994901,0.034512534187019564,1.8081857956918128,-1.012996643184124,0.2048513407696646,1.8432873731924682,-1.1179729866055403,0.2743186900573642,1.8602486407386047,-1.2109881539045242,0.34731483942473096,0.011283656460791214,-0.049648371270163194,-0.01805396583136254,-327.2867819600401,-78.08113800580387,-16.3501218146052,0.0001273209031251553,0.002464960769779966,0.0003259456822400061,107116.63764575883,6096.664112281389,267.3264833524288,0.006556228539209112,13.091498719754526,0.0005008004568121782,0.01132877141838829,3.123901979744332,0.0036264810777819176,0.012971870632697545,0.6556589733753018,0.019784478150156264,6
-0.13883166666667002,-0.20904473333333318,-0.2800558825,0.9556696274864508,0.9234244403869482,0.990861044350132,0.9214432762208083,0.9103972343556823,0.9382593939291586,-9.299770856666699,-2.0942116993333304,-0.6093888530666706,141.20114171645272,191.72499422516856,36.66163676292819,3.9110721232869796,3.90264318421521,3.876259033063727,-9.277749250000024,-2.1399142499999955,-0.42606795000000397,0.19724653528807173,0.0174353645659816,0.24900504185697794,0.44412445923194965,0.13204304058140134,0.49900404994045683,1.7168651785121742,-0.7996352359714676,0.08325697926305597,1.8810111761417088,-1.2175035749404568,0.3354218432731826,1.5515219170194658,-0.40914956021176846,-0.13730549896826227,0.35205232074794157,-0.009026948738850127,0.6273752590175831,-328.79655181150247,-74.04156469194007,-21.54514951914677,0.12394083654401153,8.148580353382789e-05,0.39359971562737944,108107.17248313403,5482.153302030746,464.1934678023902,0.10662731648901895,13.16611976998377,0.008098613589412182,0.04081653722200223,2.967145532003397,0.013756162878348329,0.05981695083684244,1.107782182071947,0.053997032814667105,6
-2.551620783333332,-0.4715470999999982,-0.7388369683333339,0.9777410377933652,0.9331165061792153,0.9478358317500201,0.9470725931012156,0.920843795520231,0.9087512809374824,-9.558219954000034,-2.433406448939997,-1.1131383872000027,149.9340292511866,210.02899931081322,61.478196937560966,3.8412339284146038,3.8430085855019187,3.5581165322006165,-9.319239000000032,-2.2005532166666644,-1.1872454633333365,7.902871762404026,0.41011970919652596,0.18058096089081452,2.811204681698582,0.6404058940988332,0.4249481861248669,1.762277681374897,-0.8915351344525804,0.1300780202123235,1.4863062520231192,-0.3363038959368154,-0.16228008237530456,1.5736654423829803,-0.49539989169390397,-0.07963500834942946,2.3131643765627405,-0.7537529323915828,0.7086181040802032,-337.9341072772996,-86.03391007142741,-39.355385099408956,5.350729432998892,0.56814348308891,0.5021396174302217,114199.46086130542,7401.83368217846,1548.8463363227804,0.4428328134461407,14.071697308133656,0.03146975121403277,0.19240602968821158,3.5510207604645663,0.054183301835453036,0.09592203791424295,1.680146357941719,0.05709147745423396,6
